"","OP_CODE","YEAR","VESSEL","SURVEY","BEST_LAT_DD","BEST_DEPTH_M","AREA_SWEPT_MSQ","EXPANDED_WT_KG","NUMBER_FISH"
"735",200403008183,2004,8,3,33.5704040527345,405.2229,18277.0220001,0,0
"736",200403008184,2004,8,3,33.578275,1187.6331,22264.12546,0,0
"737",200403008185,2004,8,3,34.016357421875,91.0078,17274.14099208,0,0
"738",200403008186,2004,8,3,34.0138301849365,59.8112,20883.84446,0,0
"739",200403008187,2004,8,3,33.9499340057375,127.7039,17274.987898,0.04,3
"740",200403008188,2004,8,3,33.5751916666665,820.0371,23536.7560163,0,0
"741",200403008189,2004,8,3,33.543643951416,294.8056,16319.78052,2.81,25
"742",200403008190,2004,8,3,33.4598999023435,552.377,15268.89664612,0,0
"743",200403008191,2004,8,3,33.3203659057615,690.7783,16732.94110593,0,0
"744",200403008192,2004,8,3,33.2205583333335,847.7833,18428.71916648,0,0
"745",200403008193,2004,8,3,33.113775253296,909.5549,16144.8405,0,0
"746",200403008194,2004,8,3,32.7536416666665,418.5513,16491.576855,8.98,86
"747",200403008195,2004,8,3,32.7261657714845,302.4487,15695.66775,0.75,14
"748",200403008196,2004,8,3,33.012809753418,116.8659,20418.83837546,0,0
"749",200403008199,2004,8,3,32.8588666666665,863.5242,20751.73430948,0,0
"750",200403008200,2004,8,3,32.9467544555665,65.2203,21025.503912,0,0
"751",200403008201,2004,8,3,32.834108352661,200.2487,19547.21303322,0.89,11
"752",200403008202,2004,8,3,32.7448539733885,72.8368,20589.95989974,0,0
"753",200403008203,2004,8,3,32.6127014160155,72.1178,21475.4280975,0,0
"754",200403010002,2004,10,3,46.2727083333335,1115.1108,23735.2472966,0,0
"755",200403010004,2004,10,3,46.6348291666665,621.1362,21547.5261375,0,0
"756",200403010005,2004,10,3,46.7928125,285.2515,19628.92735212,27.75,209
"757",200403010007,2004,10,3,47.8077666666665,1196.5874,24585.1539606,0,0
"758",200403010009,2004,10,3,47.93145,254.7257,14362.92764448,0.64,4
"759",200403010010,2004,10,3,48.2080541666665,554.5678,20950.7704821,8.71,20
"760",200403010012,2004,10,3,48.157425,167.3619,15661.2337932,18.67,42
"761",200403010013,2004,10,3,48.2293916666665,141.7885,14710.52787147,0,0
"762",200403010015,2004,10,3,48.3021791666665,123.6712,13305.1024575,0.3,2
"763",200403010016,2004,10,3,48.195829166667,107.5127,12760.18162696,0,0
"764",200403010017,2004,10,3,48.2010541666665,118.1468,13117.6676575,1.2,14
"765",200403010018,2004,10,3,48.200641666667,123.0308,13951.67459,6.58,46
"766",200403010020,2004,10,3,48.2304333333335,119.8965,12350.0817825,5.16,20
"767",200403010021,2004,10,3,48.3556625,64.5566,13567.79458704,14.52,40
"768",200403010022,2004,10,3,48.15115,61.3645,15487.3089892,7.53,45
"769",200403010023,2004,10,3,48.062208333333,111.6291,15370.9962525,1.32,21
"770",200403010024,2004,10,3,48.036325,134.3902,15145.57052694,5.81,40
"771",200403010025,2004,10,3,48.0654333333335,145.7467,13726.60092288,0.15,1
"772",200403010026,2004,10,3,47.968108333333,170.1641,12801.23512908,0.54,4
"773",200403010027,2004,10,3,47.8075916666665,546.7375,22445.6829194,0,0
"774",200403010028,2004,10,3,47.798383333333,396.8645,25880.13918875,11.13,50
"775",200403010029,2004,10,3,47.6949,663.983,23073.00870043,0,0
"776",200403010030,2004,10,3,47.0293833333335,147.5793,15048.06173271,17.4,115
"777",200403010031,2004,10,3,46.5307916666665,112.1224,14251.1499725,46.96,168
"778",200403010032,2004,10,3,46.4664,458.0877,23947.7092272,5.77,19
"779",200403010034,2004,10,3,46.462525,800.9526,29692.76410413,0,0
"780",200403010035,2004,10,3,46.3656583333335,132.0325,13889.5740375,7.02,41
"781",200403010036,2004,10,3,46.296104166667,72.3775,12184.56037304,15.66,186
"782",200403010037,2004,10,3,46.2571416666665,921.1478,20239.37886663,0,0
"783",200403010038,2004,10,3,46.098941666667,188.0013,12926.74026546,7.25,44
"784",200403010039,2004,10,3,46.15055,125.2728,14444.6963325,6.31,72
"785",200403010040,2004,10,3,46.0558083333335,101.3143,12287.95555008,0.77,8
"786",200403010041,2004,10,3,45.9956416666665,93.7444,13506.91197704,0.57,15
"787",200403010042,2004,10,3,46.0960958333335,75.6328,13700.16054384,13.34,112
"788",200403010043,2004,10,3,46.1291541666665,79.2903,13710.46730016,8.14,56
"789",200403010044,2004,10,3,45.971870422363,228.6456,18805.63466304,76.52,221
"790",200403010045,2004,10,3,45.9041633605955,115.4856,14901.44676735,3.08,30
"791",200403010046,2004,10,3,45.8597831726075,108.206,13387.2109821,1.4,24
"792",200403010047,2004,10,3,45.7985649108885,162.9583,17083.7557995,2.92,25
"793",200403010048,2004,10,3,45.3932666778565,1048.2772,28208.22438665,0,0
"794",200403010049,2004,10,3,45.389081954956,402.361,16983.4872324,40.23,100
"795",200403010050,2004,10,3,45.3699703216555,131.5048,16400.1289896,1.39,15
"796",200403010051,2004,10,3,45.204692840576,154.358,16866.61430102,19.77,124
"797",200403010052,2004,10,3,45.163715362549,364.2021,16522.73803921,0,0
"798",200403010053,2004,10,3,45.102773666382,352.4706,18284.2430654,0.97,18
"799",200403010054,2004,10,3,44.998794555664,388.6381,17592.90047812,1.79,20
"800",200403010055,2004,10,3,44.8392944335935,366.0326,16672.89809152,6.51,53
"801",200403010056,2004,10,3,44.8957958221435,864.1248,21823.09467786,0,0
"802",200403010057,2004,10,3,44.7392807006835,1113.8102,26902.7154607,0,0
"803",200403010058,2004,10,3,44.511459350586,601.7825,18954.5832722,0,0
"804",200403010059,2004,10,3,44.5433139801025,404.0647,16134.25453375,49.71,99
"805",200403010060,2004,10,3,44.5771675109865,416.7099,18932.221,23.77,107
"806",200403010061,2004,10,3,44.7072811126705,377.7554,15698.9271013,0.37,5
"807",200403010062,2004,10,3,44.85998916626,92.1588,15238.92361429,2.34,34
"808",200403010063,2004,10,3,44.828929901123,59.8277,15377.1505305,0.19,1
"809",200403010064,2004,10,3,44.6649112701415,52.5242,17597.1108797,1.38,19
"810",200403010065,2004,10,3,44.5624416666665,73.0753,14358.06145312,27.51,197
"811",200403010066,2004,10,3,44.567641666667,66.5789,14217.65514195,0,0
"812",200403010067,2004,10,3,44.4941005706785,67.3118,11553.616889,0,0
"813",200403010068,2004,10,3,44.366991043091,153.2523,16322.40613155,2.39,25
"814",200403010069,2004,10,3,44.366533279419,91.7579,14994.2205,0,0
"815",200403010070,2004,10,3,44.332775115967,90.604,14839.00259616,0,0
"816",200403010071,2004,10,3,44.2390975952145,99.0279,14346.40104053,3.52,39
"817",200403010072,2004,10,3,44.230592727661,101.1063,14769.38377929,17.53,146
"818",200403010073,2004,10,3,43.982053756714,73.175,14355.89512588,7.34,82
"819",200403010074,2004,10,3,43.453287124634,154.5989,17626.414657,6.85,59
"820",200403010075,2004,10,3,44.0588989257815,1097.0639,27612.33131022,0,0
"821",200403010076,2004,10,3,44.132802963257,117.5817,14762.20662,25.51,171
"822",200403010077,2004,10,3,44.016052246094,143.7019,16549.03181414,18.12,525
"823",200403010078,2004,10,3,43.879873275757,255.192,16377.14078988,70.28,465
"824",200403010079,2004,10,3,43.8493,357.9406,17937.20307966,102.65,705
"825",200403010080,2004,10,3,43.4922370910645,1150.8769,27241.73558732,0,0
"826",200403010081,2004,10,3,43.6380348205565,411.9505,16663.45498772,121.34,272
"827",200403010082,2004,10,3,43.1436405181885,274.3187,17407.901816,107.11,650
"828",200403010083,2004,10,3,43.059762954712,127.3085,16154.99512816,54.34,319
"829",200403010084,2004,10,3,42.633338928223,906.5383,21974.70695,0,0
"830",200403010085,2004,10,3,42.6203327178955,205.6978,15509.07725277,17.6,290
"831",200403010086,2004,10,3,42.334056854248,645.3222,20148.4720125,0.22,1
"832",200403010087,2004,10,3,42.331060409546,279.7433,16004.41719,58.88,300
"833",200403010088,2004,10,3,42.3506412506105,162.922,16182.91181519,43.24,394
"834",200403010089,2004,10,3,42.32568359375,136.2778,15951.501984,12.3,138
"835",200403010090,2004,10,3,42.231683731079,124.0257,16199.4866103,66.53,143
"836",200403010091,2004,10,3,42.2190685272215,1040.077,24210.98438579,0,0
"837",200403010092,2004,10,3,42.2159061431885,610.7019,20990.31994972,0.55,3
"838",200403010093,2004,10,3,42.1567459106445,275.5991,18317.35535531,175.31,594
"839",200403010094,2004,10,3,42.069108963013,604.0568,18721.16672982,38.41,74
"840",200403010095,2004,10,3,41.891704559326,695.2058,24353.27017056,0.08,1
"841",200403010096,2004,10,3,41.8702812194825,137.9823,14385.9422575,4.21,48
"842",200403010097,2004,10,3,41.800067901611,392.9968,17143.14542528,31.65,279
"843",200403010098,2004,10,3,41.2401390075685,1151.407,23223.721836,0,0
"844",200403010099,2004,10,3,41.070020675659,953.5097,22334.33001072,0,0
"845",200403010100,2004,10,3,41.024789810181,246.3312,13980.72788739,37,412
"846",200403010101,2004,10,3,40.933696746826,656.6807,21146.0417019,0,0
"847",200403010102,2004,10,3,40.9457208333335,619.3244,17847.35401995,0,0
"848",200403010103,2004,10,3,40.9052658081055,350.8937,18421.303859,25.66,158
"849",200403010104,2004,10,3,40.116075,888.0277,19838.51478984,0,0
"850",200403010105,2004,10,3,40.098810195923,867.6511,20354.859588,0,0
"851",200403010107,2004,10,3,39.878412246704,137.313,16671.75189588,1.18,4
"852",200403010108,2004,10,3,39.8655458333335,130.9667,16745.28381104,12.38,36
"853",200403010109,2004,10,3,39.746557235718,117.0721,14922.69244549,1.81,12
"854",200403010110,2004,10,3,39.597686767578,637.303,21747.8255764,0,0
"855",200403010111,2004,10,3,39.3825454711915,742.8707,21459.1356575,0,0
"856",200403010112,2004,10,3,39.038927078247,288.6974,16957.0513805,2.01,17
"857",200403010113,2004,10,3,38.7773723602295,111.6564,15476.64787968,1.18,9
"858",200403010114,2004,10,3,38.515867233276,117.4532,15619.87094425,9.13,62
"859",200403010115,2004,10,3,38.470863342285,141.0394,15702.4876755,9.96,67
"860",200403010116,2004,10,3,38.4734840393065,87.7964,15811.41658212,0.73,16
"861",200403010117,2004,10,3,38.2051620483395,63.3193,16119.96677051,0.01,1
"862",200403010118,2004,10,3,38.2068347930905,139.7859,15468.65149527,2.26,13
"863",200403010119,2004,10,3,38.0717926025395,123.1645,15832.94479613,1.64,7
"864",200403010120,2004,10,3,38.071495056152,109.7962,15111.238915,0.87,15
"865",200403010121,2004,10,3,37.938388824463,91.4899,16746.28003886,1.53,19
"866",200403010122,2004,10,3,37.7467746734615,66.9251,15579.70004682,3.63,20
"867",200403010123,2004,10,3,37.621508333333,70.5111,15239.10768515,10.63,119
"868",200403010124,2004,10,3,37.2990837097165,107.3822,15663.16968955,8.18,29
"869",200403010125,2004,10,3,37.1962604522705,111.9292,15770.40408828,1.17,21
"870",200403010126,2004,10,3,37.0894947052,97.7151,15190.43036063,2.01,23
"871",200403010127,2004,10,3,36.970708333333,485.3354,18030.12372107,70.5,452
"872",200403010128,2004,10,3,36.9289531707765,506.3461,17863.44416636,29.89,103
"873",200403010129,2004,10,3,36.3500747680665,133.0553,16398.5913,0,0
"874",200403010130,2004,10,3,36.2560166666665,369.6604,18834.32496,81.28,704
"875",200403010131,2004,10,3,36.246733333333,81.7999,12531.24245975,0,0
"876",200403010132,2004,10,3,35.9913833333335,64.8726,15487.72855668,0,0
"877",200403010133,2004,10,3,35.923807144165,905.8824,16269.3030522,0,0
"878",200403010135,2004,10,3,35.50638961792,985.4444,24963.98016123,0,0
"879",200403010136,2004,10,3,35.6506175994875,63.8577,17091.6923706,0,0
"880",200403010137,2004,10,3,35.6193083333335,90.1797,14100.75331702,0.98,4
"881",200403010139,2004,10,3,35.517505645752,57.8266,15036.05365844,0,0
"882",200403010140,2004,10,3,35.2307929992675,671.8477,19391.6945097,0,0
"883",200403010141,2004,10,3,35.1862964630125,665.3378,20694.479336,0,0
"884",200403010142,2004,10,3,35.2414703369145,903.7111,22929.65223911,0,0
"885",200403010144,2004,10,3,35.1205978393555,596.1395,16877.529016,0.46,3
"886",200403010145,2004,10,3,35.1143169403075,563.475,18138.95166728,0,0
"887",200403010146,2004,10,3,34.8551788330075,562.4033,18138.3741082,0,0
"888",200403010147,2004,10,3,34.7586135864255,562.5242,20357.1514167,0.53,1
"889",200403010148,2004,10,3,34.716283798218,602.7098,18469.66994496,0,0
"890",200403010149,2004,10,3,34.6221523284915,740.2755,24004.9079928,0,0
"891",200403010150,2004,10,3,34.6080570220945,432.2723,18095.032424,66.71,218
"892",200403010151,2004,10,3,34.75248336792,291.9601,16953.6746052,49.58,324
"893",200403010152,2004,10,3,34.944355010986,204.1486,18361.08777096,9.38,66
"894",200403010153,2004,10,3,35.0413970947265,56.9164,15750.604681,0.09,1
"895",200403010155,2004,10,3,34.493558883667,83.9214,16005.2980835,0,0
"896",200403010156,2004,10,3,34.250282287598,436.7433,17575.3297594,0,0
"897",200403010157,2004,10,3,34.303155899048,371.0114,17847.38064375,0.58,5
"898",200403010158,2004,10,3,34.368438720703,275.802,16829.33192642,0.44,8
"899",200403010159,2004,10,3,34.4178562164305,163.4257,14613.47135397,0.15,15
"900",200403010160,2004,10,3,34.4086742401125,159.653,14506.34374449,0.11,7
"901",200403010161,2004,10,3,34.2845840454105,570.6076,19011.4800197,0,0
"902",200403010162,2004,10,3,34.2594108581545,512.2108,16876.7342262,0,0
"903",200403010163,2004,10,3,34.2590583333335,399.5186,15479.72946148,0,0
"904",200403010164,2004,10,3,34.3591537475585,180.5445,15794.13506844,0.51,12
"905",200403010165,2004,10,3,34.276727676392,120.5625,15565.1095146,0,0
"906",200403010166,2004,10,3,34.227466583252,84.6365,12966.14390845,0,0
"907",200403010167,2004,10,3,33.8162574768065,326.3433,16847.8626096,0.18,1
"908",200403010169,2004,10,3,33.6272735595705,968.863,17315.6662919,0,0
"909",200403010170,2004,10,3,33.4066104888915,1206.335,28317.60217,0,0
"910",200403010171,2004,10,3,33.399705886841,1148.9992,23102.91825544,0,0
"911",200403010172,2004,10,3,32.7877083333335,92.8207,14136.56665575,0,0
"912",200403010173,2004,10,3,33.0466041564945,63.1169,12796.48765528,0,0
"913",200403010176,2004,10,3,33.076044082642,1186.3156,20343.21149214,0,0
"914",200403010177,2004,10,3,33.170448303223,1096.9581,24116.45789,0,0
"915",200403010178,2004,10,3,33.2705821990965,845.5442,20309.1737472,0,0
"916",200403010179,2004,10,3,33.3385066986085,751.5572,18873.29582541,0,0
"917",200403010180,2004,10,3,33.4977333333335,251.7874,17326.18946848,0.15,1
"918",200403010181,2004,10,3,33.9123764038085,268.6,16227.73429875,1.96,24
"919",200403010182,2004,10,3,33.7563343048095,67.2465,15767.0076444,0,0
"920",200403010184,2004,10,3,33.576175,54.6798,13538.34625087,0,0
"921",200403010185,2004,10,3,33.3418865203855,184.4736,16627.87447906,0.79,15
"922",200403010186,2004,10,3,33.2620220184325,60.2115,13332.36880892,0,0
"923",200403010187,2004,10,3,33.0074100494385,878.3168,20628.14657685,0,0
"924",200403010188,2004,10,3,32.9638118743895,868.9921,16829.56774935,0,0
"925",200403010189,2004,10,3,32.922327041626,79.0317,16021.18646005,0,0
"926",200403015001,2004,15,3,45.466645833333,475.2668,24023.0399867,32.88,220
"927",200403015002,2004,15,3,46.564825,246.3183,17335.39406926,37.05,188
"928",200403015003,2004,15,3,46.7854652404785,109.0424,19171.743864,15.74,86
"929",200403015004,2004,15,3,46.9186992645265,149.1865,14981.842575,0.49,10
"930",200403015006,2004,15,3,47.19162940979,82.2652,17662.70821186,12.63,0
"931",200403015007,2004,15,3,46.9673666666665,79.6825,16830.6312185,15.6,66
"932",200403015008,2004,15,3,46.936882019043,109.9547,15982.25122053,13.59,55
"933",200403015009,2004,15,3,46.898654937744,69.0598,15067.46057124,9.53,94
"934",200403015010,2004,15,3,47.5393390655515,180.9144,23111.47730745,4.96,31
"935",200403015012,2004,15,3,47.4660166666665,1011.2774,23752.35138984,0,0
"936",200403015014,2004,15,3,47.668190002441,82.5332,16285.11315099,13.02,54
"937",200403015015,2004,15,3,47.603235244751,115.4936,18261.32571357,33.05,113
"938",200403015016,2004,15,3,47.670518875122,172.1032,21977.1288,28.87,158
"939",200403015017,2004,15,3,47.866996765137,74.4493,16424.63727192,20.01,78
"940",200403015018,2004,15,3,48.205863952637,151.2157,17391.90943052,0,0
"941",200403015019,2004,15,3,48.1057968139645,132.6432,21548.13920512,0,0
"942",200403015020,2004,15,3,48.164472579956,289.6794,21728.2247105,24.02,0
"943",200403015021,2004,15,3,48.2003125,129.8821,13970.04930237,1.7,10
"944",200403015022,2004,15,3,48.0921955108645,339.5407,27810.21605472,36.92,206
"945",200403015023,2004,15,3,47.9983978271485,85.4107,13844.17459035,7.04,59
"946",200403015024,2004,15,3,47.752695833333,699.5953,32618.88297582,0,0
"947",200403015026,2004,15,3,47.3639240264895,154.0888,19255.84485,2.83,18
"948",200403015027,2004,15,3,47.1595458984375,171.9282,20936.6696136,28.38,203
"949",200403015028,2004,15,3,46.694938659668,130.3778,14185.02127374,6.05,76
"950",200403015029,2004,15,3,46.7517395019535,54.6129,13571.7213051,25.05,156
"951",200403015030,2004,15,3,46.0716590881345,128.0896,16407.73149432,30.58,210
"952",200403015031,2004,15,3,45.7709255218505,251.9187,21907.36362212,8.56,101
"953",200403015032,2004,15,3,45.7295684814455,235.3844,24155.051184,4.65,79
"954",200403015033,2004,15,3,45.670177459717,275.1208,20413.799664,9.67,92
"955",200403015034,2004,15,3,45.43821144104,442.3372,24617.68581568,0,0
"956",200403015035,2004,15,3,45.406541666667,408.2713,24437.45401152,0.95,40
"957",200403015037,2004,15,3,45.392168045044,178.4152,22571.20200804,10.35,38
"958",200403015038,2004,15,3,45.3698768615725,194.1634,20796.02887596,1.87,21
"959",200403015039,2004,15,3,45.404016494751,219.6987,19667.30381044,7.01,56
"960",200403015040,2004,15,3,45.30375289917,397.9054,22650.07514,0.4,10
"961",200403015041,2004,15,3,45.299119949341,421.9065,20526.43559904,18.03,78
"962",200403015042,2004,15,3,45.232931137085,453.8148,23382.200237,0.17,2
"963",200403015043,2004,15,3,45.2317125,1016.166,42982.12901,0,0
"964",200403015044,2004,15,3,45.0711059570315,631.7423,20631.00539512,0.46,3
"965",200403015045,2004,15,3,45.0685844421385,130.7371,12210.6589964,2.78,21
"966",200403015046,2004,15,3,45.031021118164,273.1991,20358.8876,16.22,105
"967",200403015047,2004,15,3,44.9375228881835,313.1324,18389.74743156,11.55,96
"968",200403015048,2004,15,3,44.8303458333335,236.794,21555.13312806,12.55,137
"969",200403015049,2004,15,3,44.860963821411,141.9292,17793.45241569,4.25,48
"970",200403015050,2004,15,3,44.7745,105.08,16829.90840286,1.61,22
"971",200403015051,2004,15,3,44.7061977386475,78.3824,19535.33215935,4.87,50
"972",200403015052,2004,15,3,44.611101150513,76.2073,21003.73383816,26.91,180
"973",200403015054,2004,15,3,44.565311431885,81.938,17492.82410462,18.1,162
"974",200403015055,2004,15,3,44.6719284057615,250.2705,14011.67478088,2.85,15
"975",200403015056,2004,15,3,44.7569980621335,567.1239,24162.63395784,0,0
"976",200403015057,2004,15,3,44.712818145752,793.9484,23628.55641,0,0
"977",200403015058,2004,15,3,44.418016433716,745.414,31755.91692492,0,0
"978",200403015059,2004,15,3,44.4381046295165,230.1955,22844.72375016,21.63,101
"979",200403015061,2004,15,3,44.2836208343505,129.7681,22683.09234835,4.05,47
"980",200403015062,2004,15,3,44.0752906799315,127.5763,21455.95755138,19.67,318
"981",200403015066,2004,15,3,43.9454288482665,157.3038,20610.2459904,27.39,282
"982",200403015067,2004,15,3,44.0775775909425,124.9781,17249.29147488,14.59,152
"983",200403015068,2004,15,3,43.983596801758,88.7553,20156.726655,21.08,118
"984",200403015069,2004,15,3,43.7176837921145,591.1694,29763.78878,0.62,5
"985",200403015070,2004,15,3,43.7460060119625,536.7734,23138.833671,23.61,99
"986",200403015071,2004,15,3,43.6806564331055,294.8421,19673.21937375,69.06,409
"987",200403015072,2004,15,3,43.608560562134,112.6139,17191.51488,45.31,179
"988",200403015073,2004,15,3,43.545259475708,144.1914,18039.71211612,8.32,128
"989",200403015074,2004,15,3,43.4556140899655,202.4333,21402.0564131,3.98,39
"990",200403015075,2004,15,3,43.4260063171385,540.0976,28165.35625342,33.29,231
"991",200403015076,2004,15,3,43.1267375946045,273.7622,20122.714375,25.28,336
"992",200403015077,2004,15,3,42.597745895386,214.5902,18243.89828994,2.77,28
"993",200403015078,2004,15,3,42.5179824829105,559.5206,23369.42610905,24,188
"994",200403015079,2004,15,3,42.087184906006,131.8528,19400.735695,78,252
"995",200403015080,2004,15,3,42.1371116638185,95.3783,17181.2505807,18.1,151
"996",200403015081,2004,15,3,41.9490166666665,760.9655,26009.025,0,0
"997",200403015082,2004,15,3,41.843126296997,1114.6205,21269.96371722,0,0
"998",200403015083,2004,15,3,41.59987449646,890.0703,34198.7158716,0,0
"999",200403015084,2004,15,3,41.654277801514,156.9479,21166.4838863,30.84,386
"1000",200403015085,2004,15,3,41.254495620728,69.774,20846.3982336,6.22,283
"1001",200403015086,2004,15,3,41.27858543396,154.9012,18806.693975,54.18,431
"1002",200403015087,2004,15,3,41.00345993042,411.1655,18768.765447,8.42,83
"1003",200403015088,2004,15,3,40.93564414978,566.2416,27561.20906372,15.24,133
"1004",200403015089,2004,15,3,40.7679041666665,582.0508,24314.703168,3.82,27
"1005",200403015090,2004,15,3,40.736654281616,126.6213,20201.5942593,35.7,311
"1006",200403015091,2004,15,3,40.5711822509765,71.2476,18145.2236504,1.41,25
"1007",200403015092,2004,15,3,40.547369003296,99.8028,18910.6190814,22.91,179
"1008",200403015094,2004,15,3,40.252225,945.5785,34431.173718,0,0
"1009",200403015095,2004,15,3,40.2460136413575,803.1544,25046.72352443,0,0
"1010",200403015096,2004,15,3,40.0975246429445,125.0757,16497.63899794,23.28,104
"1011",200403015097,2004,15,3,39.5380363464355,601.4561,19032.95444428,0,0
"1012",200403015098,2004,15,3,39.3482093811035,136.6153,17919.10566048,11.34,125
"1013",200403015099,2004,15,3,39.1789264678955,118.1103,20174.6524032,8.6,90
"1014",200403015100,2004,15,3,39.034189224243,85.2531,21134.09941605,0.51,17
"1015",200403015102,2004,15,3,38.7710762023925,90.6659,16537.3203885,1.01,9
"1016",200403015103,2004,15,3,38.7762031555175,75.1309,18753.1737212,0.33,6
"1017",200403015104,2004,15,3,38.4760398864745,120.7293,16610.48044416,10.52,63
"1018",200403015105,2004,15,3,38.311954498291,101.625,13502.64318732,6.63,86
"1019",200403015106,2004,15,3,38.213916666667,672.337,35342.58304746,0,0
"1020",200403015107,2004,15,3,38.1799333333335,113.3309,19138.92705695,1.38,15
"1021",200403015108,2004,15,3,38.2437953948975,100.1247,15509.37759,8.36,70
"1022",200403015109,2004,15,3,38.175001144409,78.6931,17566.02599664,0.08,3
"1023",200403015110,2004,15,3,38.005043029785,80.4167,16482.04574375,10.97,168
"1024",200403015113,2004,15,3,37.8580875,92.3099,17165.21468265,1.18,9
"1025",200403015114,2004,15,3,37.577808380127,215.5928,18074.38251,6.33,68
"1026",200403015115,2004,15,3,37.429334640503,183.2898,18926.9426619,19.58,265
"1027",200403015116,2004,15,3,37.3610649108885,102.8224,14474.3099625,3.35,49
"1028",200403015117,2004,15,3,37.4025875,1144.8779,15984.25974211,0,0
"1029",200403015118,2004,15,3,37.5593223571775,61.5719,16525.37432,2.18,27
"1030",200403015119,2004,15,3,37.630027770996,65.4076,17982.67190256,6.46,55
"1031",200403015120,2004,15,3,37.1747245788575,271.9661,16833.91940932,9.59,50
"1032",200403015121,2004,15,3,37.1176528930665,86.0468,19512.02338923,0.71,11
"1033",200403015122,2004,15,3,36.941106796265,519.2988,18125.0149,28.09,93
"1034",200403015123,2004,15,3,36.7381416666665,108.2666,18881.83482142,4.45,27
"1035",200403015124,2004,15,3,36.3944129943845,1049.5792,31711.77294669,0,0
"1036",200403015125,2004,15,3,36.45237159729,581.2608,19690.59983168,7.33,29
"1037",200403015126,2004,15,3,36.0401363372805,836.3278,25148.83199844,0,0
"1038",200403015128,2004,15,3,35.830025,1279.2638,26442.54538272,0,0
"1039",200403015129,2004,15,3,35.7310541666665,1039.3833,32057.33296,0,0
"1040",200403015130,2004,15,3,34.9101104736325,568.8691,26342.23975486,0,0
"1041",200403015131,2004,15,3,35.112003326416,590.6332,25621.06862292,0,0
"1042",200403015132,2004,15,3,35.323195833333,177.1813,22052.84981068,1.77,23
"1043",200403015133,2004,15,3,35.416845321655,474.0334,20524.03720064,2.63,15
"1044",200403015134,2004,15,3,35.7068214416505,498.5986,25261.2235709,0,0
"1045",200403015136,2004,15,3,35.730684280396,74.4257,21338.64161564,0,0
"1046",200403015137,2004,15,3,35.2310583333335,652.3198,20478.75113697,0,0
"1047",200403015138,2004,15,3,34.2325305938725,846.9708,29312.2688301,0,0
"1048",200403015139,2004,15,3,34.5109844207765,166.0961,20078.4469297,6.96,30
"1049",200403015140,2004,15,3,34.516733333333,1023.5418,25947.586266,0,0
"1050",200403015141,2004,15,3,34.6671409606935,125.8656,23411.856552,6.75,53
"1051",200403015142,2004,15,3,34.863605499268,127.1804,20996.12016,0.08,1
"1052",200403015143,2004,15,3,34.899997711182,73.9516,21063.37355995,0,0
"1053",200403015144,2004,15,3,34.365641666667,300.6381,19646.63888,0.12,1
"1054",200403015145,2004,15,3,34.3166275024415,348.9701,22039.5647226,1.41,24
"1055",200403015146,2004,15,3,34.2722916666665,464.7016,22901.56262,0,0
"1056",200403015147,2004,15,3,34.3679875,388.1886,25438.11388323,0,0
"1057",200403015148,2004,15,3,34.193441666667,579.0984,21739.40470332,0,0
"1058",200403015149,2004,15,3,34.2282916666665,394.774,23011.35810769,0,0
"1059",200403015150,2004,15,3,34.3237438201905,62.7405,18863.84677606,0,0
"1060",200403015151,2004,15,3,34.162664413452,75.6464,20752.20236628,0,0
"1061",200403015152,2004,15,3,34.045049667358,238.1789,18021.79119946,0.72,9
"1062",200403015153,2004,15,3,34.1315916666665,107.7358,20131.03377408,0,0
"1063",200403015155,2004,15,3,33.7142125,447.1937,23874.6672,2.69,10
"1064",200403015156,2004,15,3,33.297283333333,894.08,24597.390528,0,0
"1065",200403015157,2004,15,3,33.17945,1158.5141,16435.7152,0,0
"1066",200403015158,2004,15,3,33.0151625,1123.0678,17967.59503074,0,0
"1067",200403015161,2004,15,3,33.4542666666665,165.4371,19480.35592881,0.39,4
"1068",200403015162,2004,15,3,33.6773643493655,775.9449,26261.33787968,0,0
"1069",200403015163,2004,15,3,33.776559829712,87.6017,19777.65630896,0,0
"1070",200403015165,2004,15,3,33.4658088684085,532.869,24830.71606211,0,0
"1071",200403015166,2004,15,3,33.5759048461915,125.25,18978.54007195,0.09,2
"1072",200403015167,2004,15,3,33.525475,358.1556,24930.72993632,35.66,184
"1073",200403015168,2004,15,3,33.4918,478.3989,25045.35535966,0.28,2
"1074",200403015169,2004,15,3,33.3716833333335,66.1162,20458.51170312,0,0
"1075",200403015171,2004,15,3,32.747825,588.4559,25359.57571872,0,0
"1076",200403015173,2004,15,3,32.840675,58.749,15271.24721316,0,0
"1077",200403015174,2004,15,3,32.714804166667,58.1854,17950.81317,0,0
"1078",200403015175,2004,15,3,32.672904968262,129.5539,17049.63106754,0,0
"1079",200403015176,2004,15,3,32.589099884033,148.0775,21335.52865536,0,0
"1080",200503008004,2005,8,3,44.909680538694,952.1026,20560.57838284,0,0
"1081",200503008005,2005,8,3,44.9147981145265,323.0356,18044.8071118,9.51,91
"1082",200503008006,2005,8,3,45.003211140436,448.5559,17990.27295345,27.37,167
"1083",200503008007,2005,8,3,45.36075254077,799.0225,20018.16807232,0,0
"1084",200503008008,2005,8,3,45.8178635768025,1171.9254,24154.52604901,0,0
"1085",200503008009,2005,8,3,45.978401844959,359.2948,19750.201446,32.67,71
